fuelRegionID,fuelYearID,monthGroupID,fuelFormulationID,marketShare,marketShareCV
100000000,2019,7,10,0.7497312405934207,0.5
100000000,2019,7,1002,0.2502687594065792,0.5
100000000,2019,7,20,1.0,0.5
