timeEnterLink,timeOnLink,vehID,pathID,linkID,linkSequenceInPath
23609.6,0.8,6,0,11508,29
23610.4,0.8,6,0,9574,30
23611.2,0.8,6,0,11934,31
23612.8,7.200000000000728,6,0,8727,32
23620.8,0.8,6,0,11305,33
23621.6,23.600000000002183,6,0,8781,34
23403.2,0.8,7,0,9364,0
23404.0,0.8,7,0,11394,1
23404.8,3.2000000000007276,7,0,9363,2
23408.8,0.8,7,0,11907,3
23409.6,8.0,7,0,10425,4
23418.4,0.8,7,0,19845,5
23419.2,4.799999999999272,7,0,9342,6
23424.8,2.400000000001455,7,0,19851,7
23426.4,0.8,7,0,19853,8
23428.0,0.8,7,0,9221,9
23429.6,1.6000000000021828,7,0,11389,10
23432.0,1.5999999999985448,7,0,9352,11
23434.4,0.8,7,0,11908,12
23435.2,4.799999999999272,7,0,10428,13
23440.8,0.8,7,0,11912,14
23441.6,0.8,7,0,11380,15
23442.4,0.8,7,0,9330,16
23444.0,0.8,7,0,11381,17
23445.6,0.8000000000029104,7,0,11914,18
23447.2,1.5999999999985448,7,0,10444,19
23449.6,0.8000000000029104,7,0,11913,20
23451.2,1.5999999999985448,7,0,10441,21
23453.6,0.8,7,0,11911,22
23454.4,0.8,7,0,10435,23
23456.0,0.8,7,0,19870,24
23456.8,1.6000000000021828,7,0,19868,25
23457.6,0.8,7,0,19871,26
23459.2,1.5999999999985448,7,0,10475,27
23461.6,0.8,7,0,11286,28
23462.4,15.19999999999709,7,0,9405,29
23478.4,3.1999999999970896,7,0,11282,30
23482.4,5.599999999998545,7,0,9099,31
23488.8,0.8,7,0,10760,32
23489.6,1.6000000000021828,7,0,8076,33
23492.0,0.8,7,0,11199,34
23492.8,66.40000000000146,7,0,8913,35
23560.0,0.8,7,0,11239,36
23561.6,16.0,7,0,10524,37
23578.4,2.399999999997817,7,0,10917,38
23581.6,4.80000000000291,7,0,8824,39
23587.2,0.8,7,0,11321,40
23588.8,7.200000000000728,7,0,9170,41
23596.8,0.8,7,0,11336,42
23597.6,10.400000000001455,7,0,25189,43
23608.8,19.200000000000728,7,0,9147,44
23628.8,0.8,7,0,11295,45
23629.6,3.2000000000007276,7,0,10143,46
23633.6,1.6000000000021828,7,0,18184,47
23634.4,0.8,7,0,18186,48
23636.0,9.599999999998545,7,0,10118,49
23646.4,0.8,7,0,11209,50
23648.0,23.200000000000728,7,0,9149,51
23672.0,0.8,7,0,11318,52
23672.8,4.799999999999272,7,0,10129,53
23678.4,0.8,7,0,11256,54
23679.2,27.700000000000728,7,0,10291,55
23404.6,19.400000000001455,8,0,9803,0
23424.8,0.8,8,0,11601,1
23425.6,0.8000000000029104,8,0,9794,2
23427.2,0.8,8,0,11183,3
23428.0,10.400000000001455,8,0,8878,4
23439.2,0.8,8,0,11642,5
23440.8,5.600000000002183,8,0,9882,6
23447.2,0.8,8,0,11248,7
23448.0,2.400000000001455,8,0,10543,8
23451.2,0.8,8,0,11638,9
23452.8,6.400000000001455,8,0,8736,10
23460.0,0.8,8,0,18414,11
23460.8,0.8,8,0,10535,12
23462.4,0.8,8,0,11960,13
23464.0,1.0,8,0,10536,14
23405.8,19.0,9,0,8780,0
23425.6,0.8,9,0,11305,1
23426.4,3.1999999999970896,9,0,8729,2
23430.4,0.8,9,0,11509,3
23431.2,0.8,9,0,9577,4
23432.8,0.8,9,0,11934,5
23434.4,0.8,9,0,10482,6
23435.2,0.8,9,0,11508,7
23436.0,3.2000000000007276,9,0,8556,8
23440.0,0.8,9,0,11937,9
23440.8,1.6000000000021828,9,0,10489,10
23443.2,0.8,9,0,11323,11
23444.8,6.400000000001455,9,0,9627,12
23452.0,0.8,9,0,11522,13
23452.8,3.2000000000007276,9,0,9616,14
23456.8,0.8,9,0,11948,15
23457.6,2.400000000001455,9,0,8725,16
23460.8,0.8,9,0,11510,17
23462.4,2.399999999997817,9,0,9647,18
23465.6,0.8,9,0,11849,19
23466.4,3.1999999999970896,9,0,10310,20
23470.4,0.8,9,0,11536,21
23471.2,2.399999999997817,9,0,9648,22
23474.4,0.8,9,0,17960,23
23476.0,0.8,9,0,17961,24
23476.8,0.8,9,0,17959,25
23478.4,3.1999999999970896,9,0,9062,26
23482.4,0.8,9,0,11110,27
23483.2,8.799999999999272,9,0,10326,28
23492.8,0.8,9,0,12021,29
23494.4,4.0,9,0,8191,30
23499.2,0.8,9,0,11023,31
23500.8,2.400000000001455,9,0,25031,32
23504.0,21.599999999998545,9,0,9618,33
23526.4,2.399999999997817,9,0,11444,34
23529.6,20.80000000000291,9,0,8560,35
23551.2,3.2000000000007276,9,0,11196,36
23555.2,76.0,9,0,8822,37
23632.0,3.2000000000007276,9,0,11514,38
23636.0,0.8,9,0,9591,39
23636.8,0.8,9,0,8890,40
23638.4,0.8,9,0,11443,41
23640.0,4.0,9,0,9494,42
23644.8,0.8,9,0,11070,43
23645.6,3.2000000000007276,9,0,8628,44
23649.6,0.8000000000029104,9,0,11171,45
23651.2,0.8,9,0,11017,46
23652.8,1.7000000000007276,9,0,8515,47
23406.6,5.400000000001455,10,0,9138,0
23412.8,0.8,10,0,11298,1
23413.6,3.2000000000007276,10,0,9139,2
23417.6,0.8000000000029104,10,0,11296,3
23419.2,4.0,10,0,9136,4
23424.0,0.8,10,0,11748,5
23424.8,0.8,10,0,10117,6
23425.6,4.0,10,0,18184,7
23427.2,0.8,10,0,18192,8
23430.4,10.399999999997817,10,0,10118,9
23441.6,0.8000000000029104,10,0,11209,10
23443.2,26.399999999997817,10,0,9149,11
23470.4,0.8,10,0,11318,12
23471.2,4.799999999999272,10,0,10129,13
23476.8,0.8,10,0,11256,14
23478.4,31.5,10,0,10291,15
23408.0,20.799999999999272,11,0,8780,0
23429.6,0.8000000000029104,11,0,11305,1
23431.2,15.799999999999272,11,0,10402,2
23408.2,27.799999999999272,12,0,10292,0
23436.8,0.8,12,0,10131,1
23438.4,0.8,12,0,11256,2
23439.2,4.799999999999272,12,0,8733,3
23444.8,1.6000000000021828,12,0,10128,4
23447.2,0.8,12,0,11835,5
23448.0,0.8,12,0,11833,6
23448.8,17.600000000002183,12,0,10136,7
23467.2,5.599999999998545,12,0,10138,8
23473.6,7.200000000000728,12,0,10736,9
23481.6,0.8000000000029104,12,0,18184,10
23483.2,4.0,12,0,10142,11
23488.0,0.8,12,0,11295,12
23488.8,3.2000000000007276,12,0,9132,13
23492.8,0.8,12,0,11301,14
23493.6,4.0,12,0,9146,15
23498.4,0.8,12,0,11216,16
23499.2,10.399999999997817,12,0,8930,17
23510.4,0.8,12,0,11177,18
23511.2,10.399999999997817,12,0,9173,19
23522.4,0.8,12,0,11336,20
23523.2,7.200000000000728,12,0,9169,21
23531.2,0.8,12,0,11321,22
23532.8,4.799999999999272,12,0,8823,23
23538.4,0.8,12,0,10917,24
23539.2,4.799999999999272,12,0,8786,25
23544.8,0.8,12,0,11239,26
23545.6,2.400000000001455,12,0,9004,27
23548.8,0.8,12,0,10759,28
23549.6,0.8000000000029104,12,0,8058,29
23551.2,0.8,12,0,10761,30
23552.8,13.600000000002183,12,0,8065,31
23567.2,2.399999999997817,12,0,11347,32
23570.4,11.19999999999709,12,0,8784,33
23582.4,0.8,12,0,11246,34
23584.0,0.8,12,0,9022,35
23585.6,0.8,12,0,11956,36
23586.4,6.399999999997817,12,0,10529,37
23593.6,0.8000000000029104,12,0,11342,38
23595.2,8.0,12,0,10320,39
23604.0,0.8,12,0,11361,40
23605.6,18.400000000001455,12,0,10322,41
23624.8,0.8,12,0,11365,42
23626.4,45.599999999998545,12,0,9381,43
23672.8,2.400000000001455,12,0,11129,44
23676.0,5.599999999998545,12,0,8738,45
23682.4,0.8,12,0,11376,46
23683.2,4.799999999999272,12,0,9321,47
23688.8,0.8,12,0,18169,48
23689.6,2.400000000001455,12,0,18165,49
23691.2,0.8,12,0,18171,50
23692.8,12.799999999999272,12,0,9447,51
23706.4,2.399999999997817,12,0,11407,52
23709.6,2.400000000001455,12,0,9390,53
23712.8,0.8,12,0,11371,54
23714.4,5.19999999999709,12,0,9311,55
23409.0,28.599999999998545,13,0,10292,0
23438.4,1.5999999999985448,13,0,10132,1
23440.8,0.8,13,0,11736,2
23441.6,0.8,13,0,10091,3
23442.4,0.8,13,0,11733,4
23443.2,1.5999999999985448,13,0,10083,5
23445.6,1.6000000000021828,13,0,11732,6
23448.0,5.599999999998545,13,0,10081,7
23454.4,0.8,13,0,11731,8
23456.0,3.2000000000007276,13,0,10700,9
23460.0,0.8,13,0,11370,10
23461.6,3.2000000000007276,13,0,10705,11
23465.6,0.8,13,0,10866,12
23466.4,3.1999999999970896,13,0,10056,13
23470.4,0.8,13,0,11723,14
23472.0,0.8,13,0,10060,15
23472.8,0.8,13,0,11920,16
23474.4,5.69999999999709,13,0,10458,17
23409.2,24.399999999997817,14,0,8780,0
23434.4,0.8,14,0,11305,1
23436.0,4.0,14,0,8729,2
23440.8,0.8,14,0,11509,3
23442.4,0.8,14,0,9577,4
23444.0,1.5999999999985448,14,0,11934,5
23446.4,0.8,14,0,10482,6
23447.2,0.8,14,0,11508,7
23448.8,4.0,14,0,8556,8
23453.6,0.8,14,0,11937,9
23454.4,2.399999999997817,14,0,10489,10
23457.6,0.8000000000029104,14,0,11323,11
23459.2,9.599999999998545,14,0,9627,12
23469.6,0.8,14,0,11522,13
23470.4,4.0,14,0,9616,14
23475.2,0.8,14,0,11948,15
23476.8,4.0,14,0,8725,16
23481.6,0.8000000000029104,14,0,11510,17
23483.2,3.2000000000007276,14,0,9647,18
23487.2,0.8,14,0,11849,19
23488.0,4.0,14,0,10310,20
23492.8,0.8,14,0,11536,21
23494.4,3.1999999999970896,14,0,9648,22
23498.4,8.0,14,0,17959,23
23500.0,0.8,14,0,17960,24
23504.0,0.8,14,0,17962,25
23505.6,0.8,14,0,17963,26
23507.2,27.200000000000728,14,0,9693,27
23535.2,0.8,14,0,11320,28
23536.8,14.400000000001455,14,0,9689,29
23552.0,0.8,14,0,11072,30
23552.8,1.6000000000021828,14,0,8632,31
23555.2,3.2000000000007276,14,0,23604,32
23557.6,0.8,14,0,23597,33
23559.2,0.8,14,0,9680,34
23560.8,0.8,14,0,11552,35
23561.6,9.600000000002183,14,0,9684,36
23572.0,0.8,14,0,11633,37
23573.6,6.400000000001455,14,0,9867,38
23580.8,0.8,14,0,11763,39
23581.6,4.0,14,0,10158,40
23586.4,1.5999999999985448,14,0,11968,41
23588.8,0.8,14,0,10554,42
23590.4,20.0,14,0,11924,43
23611.2,2.399999999997817,14,0,10462,44
23614.4,4.0,14,0,11410,45
23619.2,14.399999999997817,14,0,9940,46
23634.4,0.8,14,0,11292,47
23636.0,2.400000000001455,14,0,9876,48
23639.2,0.8,14,0,11649,49
23640.8,8.799999999999272,14,0,10024,50
23650.4,0.8,14,0,11248,51
23652.0,6.400000000001455,14,0,9885,52
23659.2,1.5999999999985448,14,0,11642,53
23661.6,12.80000000000291,14,0,9886,54
23675.2,0.8,14,0,11183,55
23676.8,28.700000000000728,14,0,9806,56
23409.6,4.80000000000291,15,0,9208,0
23415.2,16.799999999999272,15,0,11286,1
23416.8,3.2000000000007276,15,0,10476,2
23420.8,7.200000000000728,15,0,19868,3
23421.6,0.8000000000029104,15,0,19873,4
23424.0,0.8,15,0,19869,5
23427.2,0.8,15,0,19871,6
23428.8,2.400000000001455,15,0,10475,7
23432.8,44.79999999999927,15,0,9405,8
23478.4,3.1999999999970896,15,0,11282,9
23482.4,4.0,15,0,9099,10
23487.2,0.8,15,0,10760,11
23488.8,0.8,15,0,8076,12
23490.4,0.8,15,0,11199,13
23491.2,65.59999999999854,15,0,8913,14
23557.6,1.6000000000021828,15,0,11239,15
23560.0,25.599999999998545,15,0,10524,16
23586.4,2.399999999997817,15,0,10917,17
23589.6,1.6000000000021828,15,0,8339,18
23592.0,0.8,15,0,11986,19
23593.6,0.8000000000029104,15,0,10608,20
23595.2,0.8,15,0,11997,21
23596.8,4.0,15,0,24783,22
23601.6,1.6000000000021828,15,0,10648,23
23604.0,0.8,15,0,11128,24
23605.6,8.80000000000291,15,0,10689,25
23615.2,0.8,15,0,11283,26
23616.8,1.6000000000021828,15,0,9102,27
23619.2,0.8,15,0,11127,28
23620.8,3.2000000000007276,15,0,8745,29
23624.8,0.8,15,0,11807,30
23625.6,56.80000000000291,15,0,17772,31
23683.2,1.5999999999985448,15,0,17773,32
23685.6,0.8,15,0,8888,33
23686.4,2.399999999997817,15,0,11514,34
23689.6,0.8000000000029104,15,0,9592,35
23691.2,0.8,15,0,12018,36
23692.0,2.400000000001455,15,0,10671,37
23695.2,0.8,15,0,10838,38
23696.8,4.0,15,0,9482,39
23701.6,0.8,15,0,11291,40
23702.4,0.8,15,0,9124,41
23703.2,0.8,15,0,11803,42
23704.0,49.599999999998545,15,0,10229,43
23754.4,3.1999999999970896,15,0,11932,44
23758.4,0.8,15,0,10501,45
23759.2,0.8,15,0,23439,46
23760.0,2.400000000001455,15,0,9478,47
23763.2,48.79999999999927,15,0,10213,48
23812.8,0.8,15,0,11419,49
23814.4,24.0,15,0,10168,50
23839.2,2.399999999997817,15,0,11409,51
23842.4,7.19999999999709,15,0,10480,52
23850.4,1.5999999999985448,15,0,11410,53
23852.8,13.600000000002183,15,0,9940,54
23867.2,0.8,15,0,11292,55
23868.8,2.400000000001455,15,0,9876,56
23872.0,0.8,15,0,11649,57
23873.6,8.0,15,0,10024,58
23882.4,0.8,15,0,11248,59
23884.0,6.400000000001455,15,0,9885,60
23891.2,0.8,15,0,11642,61
23892.8,12.799999999999272,15,0,9886,62
23906.4,0.8,15,0,11183,63
23908.0,27.599999999998545,15,0,9806,64
23410.9,29.099999999998545,16,0,10292,0
23440.8,0.8,16,0,10131,1
23442.4,0.8,16,0,11256,2
23443.2,4.0,16,0,8733,3
23448.0,0.8,16,0,11756,4
23448.8,9.600000000002183,16,0,10280,5
23459.2,0.8,16,0,11740,6
23460.0,16.799999999999272,16,0,24173,7
23477.6,5.600000000002183,16,0,9156,8
23484.0,2.400000000001455,16,0,24382,9
23487.2,0.8,16,0,9014,10
23488.0,0.8,16,0,11300,11
23488.8,3.2000000000007276,16,0,9145,12
23492.8,0.8,16,0,11830,13
23494.4,4.799999999999272,16,0,10269,14
23500.0,4.799999999999272,16,0,8208,15
23505.6,0.8,16,0,11829,16
23506.4,3.1999999999970896,16,0,10268,17
23510.4,0.8,16,0,11208,18
23511.2,1.5999999999985448,16,0,8935,19
23513.6,0.8,16,0,11006,20
23514.4,1.1999999999970896,16,0,8503,21
23411.1,5.700000000000728,17,0,8549,0
23417.6,0.8,17,0,11732,1
23418.4,7.19999999999709,17,0,10081,2
23426.4,0.8,17,0,11731,3
23428.0,4.0,17,0,10700,4
23432.8,0.8,17,0,11370,5
23434.4,3.1999999999970896,17,0,10705,6
23438.4,0.8,17,0,10866,7
23440.0,2.400000000001455,17,0,10056,8
23443.2,0.8,17,0,11723,9
23444.8,6.400000000001455,17,0,10059,10
23452.0,0.8,17,0,11725,11
23453.6,12.80000000000291,17,0,10063,12
23467.2,0.8,17,0,11149,13
23468.0,0.8,17,0,8793,14
23469.6,1.6000000000021828,17,0,18720,15
23470.4,0.8,17,0,18723,16
23472.0,2.400000000001455,17,0,10181,17
23475.2,0.8,17,0,11147,18
23476.0,1.5999999999985448,17,0,8788,19
23478.4,0.8,17,0,11787,20
23480.0,4.799999999999272,17,0,10180,21
23485.6,0.8000000000029104,17,0,11784,22
23487.2,9.599999999998545,17,0,10170,23
23497.6,0.8000000000029104,17,0,11222,24
23499.2,6.399999999997817,17,0,8970,25
23506.4,0.8,17,0,11218,26
23508.0,6.400000000001455,17,0,8796,27
23515.2,0.8,17,0,11178,28
23516.8,8.0,17,0,8661,29
23525.6,0.8000000000029104,17,0,23676,30
23527.2,0.8,17,0,8869,31
23528.8,5.600000000002183,17,0,8679,32
23535.2,0.8,17,0,12053,33
23536.8,3.0,17,0,8301,34
23411.2,6.399999999997817,18,0,10052,0
23418.4,0.8,18,0,11916,1
23420.0,8.0,18,0,10449,2
23428.8,0.8,18,0,12060,3
23429.6,28.80000000000291,18,0,10730,4
23459.2,2.399999999997817,18,0,10957,5
23462.4,8.799999999999272,18,0,10054,6
23472.0,0.8,18,0,12045,7
23472.8,0.8,18,0,10703,8
23473.6,0.8000000000029104,18,0,11370,9
23475.2,3.2000000000007276,18,0,10705,10
23479.2,0.8,18,0,10866,11
23480.8,3.2000000000007276,18,0,10056,12
23484.8,0.8,18,0,11723,13
23486.4,6.399999999997817,18,0,10059,14
23493.6,0.8000000000029104,18,0,11725,15
23495.2,13.599999999998545,18,0,10063,16
23509.6,0.8,18,0,11149,17
23510.4,1.5999999999985448,18,0,8793,18
23512.8,0.8,18,0,18723,19
23514.4,0.8,18,0,18720,20
23516.0,1.5999999999985448,18,0,10183,21
23518.4,0.8,18,0,11148,22
23520.0,15.200000000000728,18,0,8791,23
23536.0,0.8,18,0,24398,24
23537.6,6.400000000001455,18,0,10298,25
23544.8,0.8,18,0,11785,26
23546.4,1.5999999999985448,18,0,10174,27
23548.8,0.8,18,0,11786,28
23549.6,2.400000000001455,18,0,10177,29
23552.8,0.8,18,0,24436,30
23554.4,8.799999999999272,18,0,10253,31
23564.0,1.5999999999985448,18,0,10885,32
23566.4,0.8,18,0,8280,33
23567.2,0.8,18,0,10886,34
23568.8,2.900000000001455,18,0,8284,35
23411.6,27.600000000002183,19,0,10292,0
23440.0,0.8,19,0,10131,1
23440.8,0.8,19,0,11256,2
23441.6,4.80000000000291,19,0,8733,3
23447.2,9.599999999998545,19,0,10280,4
23457.6,0.8,19,0,11740,5
23458.4,16.799999999999272,19,0,24173,6
23476.0,5.599999999998545,19,0,9156,7
23482.4,0.8,19,0,24382,8
23484.0,0.8,19,0,9011,9
23485.6,0.8,19,0,11073,10
23486.4,3.1999999999970896,19,0,8634,11
23490.4,0.8,19,0,10858,12
23491.2,4.0,19,0,8230,13
23496.0,0.8,19,0,24417,14
23497.6,7.200000000000728,19,0,10245,15
23505.6,0.8,19,0,11818,16
23506.4,9.599999999998545,19,0,10243,17
23516.8,0.8,19,0,11221,18
23517.6,3.2000000000007276,19,0,8967,19
23521.6,1.6000000000021828,19,0,8673,20
23524.0,2.400000000001455,19,0,23702,21
23525.6,0.8,19,0,18005,22
23527.2,0.8,19,0,9080,23
23528.0,0.8,19,0,11092,24
23528.8,1.6000000000021828,19,0,8674,25
23531.2,0.8,19,0,10984,26
23532.8,4.0,19,0,8463,27
