did,oid,eid,sid,ent,count,count_D,flow,flow_D,speed,speed_D,spdh,spdh_D,ttime,ttime_D,dtime,dtime_D,wtimeVQ,wtimeVQ_D,travel,travel_D,traveltime,traveltime_D,stime,stime_D,nstops,nstops_D
24296,23456,,0,1,1.0,-1.0,4.0,-1.0,38.5122917960917,-1.0,38.5122917960917,0.0,21.2167375388148,-1.0,4.01828974403564,-1.0,0.0,-1.0,0.226973663071091,-1.0,21.2167375388148,-1.0,0.0,-1.0,0.0,-1.0
24296,23457,,0,1,10.0,-1.0,40.0,-1.0,38.877603661728,6.07736063434467,38.1195882813126,5.37542874683871,13.8889257609561,1.94306118883068,3.51450268119343,1.63584825102301,0.0,0.0,1.47066703243712,-1.0,138.889257609561,-1.0,0.0,0.0,0.0,-1.0
24296,23458,,0,1,4.0,-1.0,16.0,-1.0,37.4713131140534,3.02742206428694,37.2851884497771,2.63432974069164,13.9946900408376,1.14909364167996,3.71286951680181,1.1446982257111,0.0,0.0,0.579771839409831,-1.0,55.9787601633503,-1.0,0.4,0.800000000000001,0.25,-1.0
24296,23459,,0,1,5.0,-1.0,20.0,-1.0,38.6767760211471,4.87255509972962,38.1365768952339,4.53887050973352,17.216125994309,2.39874382174701,4.07980126992601,1.50292706651779,0.0,0.0,0.911894601138887,-1.0,86.0806299715448,-1.0,0.0,0.0,0.0,-1.0
24296,23460,,0,1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,,
24296,23461,,0,1,14.0,-1.0,56.0,-1.0,40.059470173778,6.6555692907101,38.2879616587601,8.23574223134581,13.9990378773988,4.11946711812259,2.25795172191354,3.57651654773305,0.0,0.0,2.08442354364757,-1.0,195.986530283583,-1.0,0.971428571428572,3.63475289000897,0.0714285714285714,-1.0
24296,23462,,0,1,11.0,-1.0,44.0,-1.0,27.8724208857604,5.34882075686103,26.7924366811437,5.37916428628364,9.68790203410437,2.17491117249445,1.95165270365698,2.42381140779492,0.0,0.0,0.793107644455697,-1.0,106.566922375148,-1.0,1.01818181818182,1.89621632828018,0.272727272727273,-1.0
24296,23463,,0,1,37.0,-1.0,148.0,-1.0,28.1681759083158,4.74380337107076,27.1802345472094,5.18193766015784,7.51071658107196,1.70386297888563,1.4763539418116,1.73458308231686,0.0,0.0,2.09583805119622,-1.0,277.896513499663,-1.0,0.583783783783784,1.4316877207442,0.162162162162162,-1.0
24296,23464,,0,1,1.0,-1.0,4.0,-1.0,14.6720828369042,-1.0,14.6720828369042,0.0,10.3105372283196,-1.0,5.3901757437375,-1.0,0.0,-1.0,0.0420214045296914,-1.0,10.3105372283196,-1.0,4.8,-1.0,1.0,-1.0
24296,23465,,0,1,19.0,-1.0,76.0,-1.0,38.0511865441526,3.7507287847278,37.5963391508394,4.13528679306237,17.5496257167861,2.29944885067872,2.46582930077759,2.06720937150745,0.0,0.0,3.48193483224735,-1.0,333.442888618936,-1.0,0.294736842105262,1.28472810967514,0.0526315789473684,-1.0
24296,23466,,0,1,19.0,-1.0,76.0,-1.0,33.1115434165342,2.14879611183073,32.9786072361252,2.09381233189112,6.69747117724786,0.438565903134436,0.712164383176361,0.284656455407762,0.0,0.0,1.16572004365689,-1.0,127.251952367709,-1.0,0.0,0.0,0.0,-1.0
24296,23467,,0,1,9.0,-1.0,36.0,-1.0,26.7699267641118,6.78696701919284,24.207555069039,7.87583353784351,6.71736595925853,3.15066429914111,1.88537706691372,3.35533056478025,0.0,0.0,0.404125159973803,-1.0,60.4562936333267,-1.0,1.33333333333333,3.44093010681705,0.222222222222222,-1.0
24296,23468,,0,1,8.0,-1.0,32.0,-1.0,29.2899250293886,3.91963716515627,28.8386752442273,3.60741541942343,9.12711523628642,1.21125278121267,1.10564544586801,0.999935715859751,0.0,0.0,0.584919804924229,-1.0,73.0169218902914,-1.0,0.2,0.565685424949238,0.125,-1.0
24296,23469,,0,1,6.0,-1.0,24.0,-1.0,37.9466145878017,8.4931082745126,36.1370035738911,8.08665070823763,16.5817656892922,4.25591541067985,3.34758313822929,4.13135072153801,0.0,0.0,0.998692209958964,-1.0,99.4905941357535,-1.0,2.26666666666667,3.5206060084404,0.333333333333333,-1.0
24296,23470,,0,1,6.0,-1.0,24.0,-1.0,30.1117595020321,1.02788625123446,30.0816223266318,0.952142388712422,5.35657451082731,0.188565931571139,0.667143687710972,0.0798977639018863,0.0,0.0,0.268557418998616,-1.0,32.1394470649639,-1.0,0.0,0.0,0.0,-1.0
24296,23471,,0,1,1.0,-1.0,4.0,-1.0,34.226620883656,-1.0,34.226620883656,0.0,6.72952114154634,-1.0,0.996606391092485,-1.0,0.0,-1.0,0.0639802135667373,-1.0,6.72952114154634,-1.0,0.0,-1.0,0.0,-1.0
24296,23472,,0,1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,,
24296,23473,,0,1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,,
24296,23474,,0,1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,,
24296,23475,,0,1,9.0,-1.0,36.0,-1.0,29.0969113292133,2.61238571107234,28.8804537007871,2.50027888763363,5.50052969359147,0.517310656920246,0.592467336256471,0.162626201616074,0.0,0.0,0.397144482863933,-1.0,49.5047672423232,-1.0,0.0,0.0,0.0,-1.0
24296,23476,,0,1,10.0,-1.0,40.0,-1.0,40.9897496233513,7.81785889367951,39.6883437237708,7.18683829418015,12.1778874063688,2.28030026447297,3.02372473332744,1.86823427522825,0.0,0.0,1.34255605892596,-1.0,121.778874063688,-1.0,0.0,0.0,0.0,-1.0
24296,23477,,0,1,8.0,-1.0,32.0,-1.0,28.6693703853701,3.03412708545692,28.394422895768,2.79409650761948,9.41927487249215,0.978140173297706,3.39548275690165,0.703585861783283,0.0,0.0,0.594344164668942,-1.0,75.3541989799372,-1.0,0.0,0.0,0.0,-1.0
24296,23478,,0,1,3.0,-1.0,12.0,-1.0,40.0788701182507,2.10333057697399,40.0064934599686,1.70162754626852,13.3172049070301,0.68759691193788,2.66003055045512,0.877587197257176,0.0,0.0,0.443978892515133,-1.0,39.9516147210902,-1.0,0.0,0.0,0.0,-1.0
