did,oid,sid,origin,destination,entranceSection,generationTime,entranceTime,exitTime,expectedTravelTime,delayTime,travelledDistance,pathType
24296,1628,53,7863,8004,0,857.632,24257.6,-1.0,0.0,0.0201893,292.612,
24296,1629,53,7862,8011,0,859.342,24259.3,-1.0,0.0,0.15277,1047.79,
24296,1630,53,7869,7879,0,859.413,24259.4,-1.0,0.0,1.53602,625.367,
24296,1631,53,7939,7991,0,859.45,24259.4,-1.0,0.0,3.07689,539.432,
24296,1632,53,7860,7958,0,860.692,24260.7,-1.0,0.0,1.78905,570.073,
24296,1633,53,7862,7990,0,862.629,24262.6,-1.0,0.0,0.0268757,947.598,
24296,1634,53,8019,7865,0,862.685,24262.7,-1.0,0.0,8.96932,414.534,
24296,1635,53,7875,7859,0,862.767,24262.8,-1.0,0.0,2.87818,507.959,
24296,1636,53,7907,7869,0,863.29,24263.3,-1.0,0.0,10.2743,392.148,
24296,1637,53,8007,7862,0,863.616,24263.6,-1.0,0.0,11.7009,370.385,
24296,1638,53,7901,7871,0,863.886,24263.9,-1.0,0.0,7.1065,224.147,
24296,1639,53,7877,8009,0,863.965,24264.0,-1.0,0.0,4.88557,469.172,
24296,1640,53,7885,7869,0,865.241,24265.2,-1.0,0.0,10.6291,332.83,
24296,1641,53,7860,7862,0,866.554,24266.6,-1.0,0.0,0.637867,573.989,
24296,1642,53,7859,7886,0,866.656,24266.7,-1.0,0.0,0.240852,634.36,
24296,1643,53,7862,8003,0,866.729,24266.7,-1.0,0.0,0.0,731.771,
24296,1644,53,7862,7988,0,867.602,24267.6,-1.0,0.0,2.1663,724.756,
24296,1645,53,7954,7867,0,868.61,24268.6,-1.0,0.0,2.99663,403.76,
24296,1646,56,7862,7932,0,868.753,24268.8,-1.0,0.0,0.0106338,743.124,
24296,1647,53,7964,7864,0,869.293,24269.3,-1.0,0.0,9.82346,260.638,
24296,1648,53,7960,7869,0,869.999,24270.0,-1.0,0.0,3.03093,349.098,
24296,1649,53,7862,7984,0,870.35,24270.4,-1.0,0.0,0.0,705.294,
24296,1650,53,7869,7912,0,871.005,24271.0,-1.0,0.0,0.0,400.646,
24296,1651,53,7859,7913,0,871.287,24271.3,-1.0,0.0,0.0232238,523.659,
24296,1652,53,7910,7920,0,871.704,24271.7,-1.0,0.0,0.446801,93.0406,
24296,1653,53,8004,7990,0,871.903,24271.9,-1.0,0.0,0.985967,374.483,
24296,1654,53,7956,7977,0,871.93,24271.9,-1.0,0.0,0.975122,360.55,
24296,1655,53,7898,7869,0,872.185,24272.2,-1.0,0.0,5.48856,298.874,
24296,1656,53,7955,7867,0,872.219,24272.2,-1.0,0.0,1.41888,334.02,
24296,1657,53,7972,7869,0,872.641,24272.6,-1.0,0.0,0.369162,394.18,
24296,1658,53,7867,7912,0,873.346,24273.3,-1.0,0.0,0.0,471.338,
24296,1659,53,7862,7894,0,874.477,24274.5,-1.0,0.0,0.0,637.9,
24296,1660,56,7859,7960,0,874.786,24274.8,-1.0,0.0,0.028426,432.544,
24296,1661,53,7901,7860,0,876.382,24276.4,-1.0,0.0,7.64863,216.084,
24296,1662,53,7862,7987,0,876.438,24276.4,-1.0,0.0,0.0,594.905,
24296,1663,53,7904,7907,0,878.351,24278.4,-1.0,0.0,6.63055,221.908,
24296,1664,53,7897,8014,0,878.811,24278.8,-1.0,0.0,2.49038,291.67,
24296,1665,53,7990,8001,0,879.201,24279.2,-1.0,0.0,7.02522,157.906,
24296,1666,53,7942,7862,0,880.107,24280.1,-1.0,0.0,3.50327,224.361,
24296,1667,53,7904,7983,0,881.361,24281.4,-1.0,0.0,9.30788,136.021,
24296,1668,53,7860,7877,0,882.182,24282.2,-1.0,0.0,0.0,311.154,
24296,1669,53,7867,7956,0,882.182,24282.2,-1.0,0.0,0.0,283.501,
24296,1670,53,7905,7862,0,882.609,24282.6,-1.0,0.0,7.0675,131.634,
24296,1671,53,7863,7859,0,882.746,24282.7,-1.0,0.0,0.0,244.743,
24296,1672,53,7950,7869,0,884.327,24284.3,-1.0,0.0,0.0,194.505,
24296,1673,53,7867,7964,0,885.194,24285.2,-1.0,0.0,0.0,275.1,
24296,1674,53,7860,7862,0,885.935,24285.9,-1.0,0.0,0.0,278.814,
24296,1675,53,7860,7988,0,886.108,24287.3,-1.0,0.0,0.0,241.629,
24296,1676,53,7988,7860,0,886.322,24286.3,-1.0,0.0,0.572749,131.241,
24296,1677,53,7860,7956,0,886.355,24288.8,-1.0,0.0,0.0,185.325,
24296,1678,53,7918,7862,0,886.507,24286.5,-1.0,0.0,0.0,62.8782,
24296,1679,53,7862,7992,0,886.829,24286.8,-1.0,0.0,0.0,368.918,
24296,1680,53,7982,8003,0,887.277,24287.6,-1.0,0.0,1.13047,142.411,
24296,1681,53,8014,7983,0,888.012,24288.0,-1.0,0.0,0.416777,173.886,
24296,1682,53,7943,7933,0,888.5,24288.5,-1.0,0.0,1.53062,118.63,
24296,1683,53,7927,7862,0,889.232,24289.2,-1.0,0.0,0.0,77.5541,
24296,1684,53,7867,7993,0,889.582,24289.6,-1.0,0.0,0.0,174.543,
24296,1685,53,7860,7942,0,889.637,24290.2,-1.0,0.0,0.0,186.784,
24296,1686,53,7865,7962,0,890.18,24290.2,-1.0,0.0,0.0,150.922,
24296,1687,53,7898,7923,0,891.539,24291.5,-1.0,0.0,0.0,103.774,
24296,1688,53,7867,7966,0,891.692,24291.7,-1.0,0.0,0.0,127.746,
24296,1689,53,7862,8003,0,892.596,24292.6,-1.0,0.0,0.0,201.013,
24296,1690,53,7969,7963,0,892.68,24292.7,-1.0,0.0,0.0,114.526,
24296,1691,53,7862,8008,0,893.453,24293.5,-1.0,0.0,0.0,141.284,
24296,1692,53,7867,7944,0,894.628,24294.6,-1.0,0.0,0.0,96.464,
24296,1693,53,7996,7860,0,894.807,24294.8,-1.0,0.0,0.166253,69.6775,
24296,1694,53,7862,7958,0,894.876,24294.9,-1.0,0.0,0.0,143.953,
24296,1695,53,7862,8018,0,894.963,24295.0,-1.0,0.0,0.0,133.262,
24296,1696,53,7960,7859,0,895.146,24295.1,-1.0,0.0,0.0,83.7279,
24296,1697,53,7928,7923,0,895.243,24295.2,-1.0,0.0,0.0,63.9741,
24296,1698,53,7984,7859,0,895.371,24295.4,-1.0,0.0,0.0328094,73.1791,
24296,1699,53,7862,7984,0,895.518,24296.0,-1.0,0.0,0.0,105.456,
24296,1700,53,7859,7956,0,895.825,24295.8,-1.0,0.0,0.0,83.2809,
24296,1701,53,7862,8008,0,896.2,24296.2,-1.0,0.0,0.0,95.7324,
24296,1702,53,7867,7959,0,896.942,24296.9,-1.0,0.0,0.0,51.1972,
24296,1703,53,7871,8003,0,896.965,24297.0,-1.0,0.0,0.0,45.3082,
24296,1704,53,7859,7906,0,897.686,24297.7,-1.0,0.0,0.0,50.1352,
24296,1705,56,7860,7948,0,898.966,24299.0,-1.0,0.0,0.0,17.8186,
24296,1706,56,7867,7955,0,899.595,24299.6,-1.0,0.0,0.0,7.1258,
