did,oid,ent,sectionId,laneIndex,xCoord,yCoord,timeSta,speed,travelledDistance,acceleration
24296,2,179,8065,1,307033.81,6188775.79,23542.4,0,3096.51,0
24296,2,180,8065,1,307033.81,6188775.79,23543.2,0,3096.51,0
24296,2,181,8065,1,307033.81,6188775.79,23544,0,3096.51,0
24296,2,182,8065,1,307033.81,6188775.79,23544.8,0,3096.51,0
24296,2,183,8065,1,307033.81,6188775.79,23545.6,0,3096.51,0
24296,2,184,8065,1,307033.81,6188775.79,23546.4,0,3096.51,0
24296,2,185,8065,1,307033.81,6188775.79,23547.2,0,3096.51,0
24296,2,186,8065,1,307033.81,6188775.79,23548,0,3096.51,0
24296,2,187,8065,1,307033.81,6188775.79,23548.8,0,3096.51,0
24296,2,188,8065,1,307033.81,6188775.79,23549.6,0,3096.51,0
24296,2,189,8065,1,307033.81,6188775.79,23550.4,0,3096.51,0
24296,2,190,8065,1,307033.81,6188775.79,23551.2,0,3096.51,0
24296,2,191,8065,1,307033.81,6188775.79,23552,0,3096.51,0
24296,2,192,8065,1,307033.81,6188775.79,23552.8,0,3096.51,0
24296,2,193,8065,1,307033.81,6188775.79,23553.6,0,3096.51,0
24296,2,194,8065,1,307033.81,6188775.79,23554.4,0,3096.51,0
24296,2,195,8065,1,307033.81,6188775.79,23555.2,0,3096.51,0
24296,2,196,8065,1,307033.81,6188775.79,23556,0,3096.51,0
24296,2,197,8065,1,307033.81,6188775.79,23556.8,0,3096.51,0
24296,2,198,8065,1,307033.81,6188775.79,23557.6,0,3096.51,0
24296,2,199,8065,1,307033.81,6188775.79,23558.4,0,3096.51,0
24296,2,200,8065,1,307033.81,6188775.79,23559.2,0,3096.51,0
24296,2,201,8065,1,307033.81,6188775.79,23560,0,3096.51,0
24296,2,202,8065,1,307033.81,6188775.79,23560.8,0,3096.51,0
24296,2,203,8065,1,307033.81,6188775.79,23561.6,0,3096.51,0
24296,2,204,8065,1,307033.81,6188775.79,23562.4,0,3096.51,0
24296,2,205,8065,1,307033.81,6188775.79,23563.2,0,3096.51,0
24296,2,206,8065,1,307033.93,6188776.5,23564,3.23,3097.23,1.12
24296,2,207,11347,0,307034.21,6188778.34,23564.8,8.37,3099.09,1.79
24296,2,208,11347,0,307034.71,6188781.67,23565.6,15.14,3102.46,2.35
24296,2,209,11347,0,307035.45,6188786.71,23566.4,22.95,3107.56,2.71
24296,2,210,11347,0,307036.46,6188793.55,23567.2,31.11,3114.47,2.83
24296,2,211,11347,0,307037.72,6188802.13,23568,38.99,3123.13,2.73
24296,2,212,8784,1,307039.21,6188812.26,23568.8,46.1,3133.38,2.47
24296,2,213,8784,1,307040.89,6188823.74,23569.6,52.19,3144.98,2.11
24296,2,214,8784,1,307042.74,6188836.31,23570.4,57.18,3157.68,1.73
24296,2,215,8784,1,307044.71,6188849.75,23571.2,61.14,3171.27,1.38
24296,2,216,8784,1,307046.78,6188863.87,23572,64.2,3185.54,1.06
24296,2,217,8784,1,307049.01,6188878.48,23572.8,66.52,3200.32,0.8
24296,2,218,8784,1,307051.33,6188893.47,23573.6,68.24,3215.48,0.6
24296,2,219,8784,1,307053.7,6188908.73,23574.4,69.52,3230.93,0.44
24296,2,220,8784,1,307056.1,6188924.2,23575.2,70.45,3246.59,0.32
24296,2,221,8784,1,307058.39,6188939.01,23576,64.4,3261.57,-2.1
24296,2,222,8784,1,307060.48,6188952.49,23576.8,58.35,3275.21,-2.1
24296,2,223,8784,1,307062.37,6188964.64,23577.6,52.3,3287.51,-2.1
24296,2,224,8784,1,307064.04,6188975.46,23578.4,46.26,3298.46,-2.1
24296,2,225,8784,1,307065.62,6188985.61,23579.2,46.21,3308.73,-0.01
24296,2,226,8784,1,307067.19,6188995.76,23580,46.21,3319,0
24296,2,227,11246,0,307070.88,6189005.15,23580.8,46.21,3329.27,0
24296,2,228,11246,0,307079.88,6189009.52,23581.6,46.21,3339.54,0
24296,2,229,9021,1,307090.06,6189008.34,23582.4,46.21,3349.81,0
24296,2,230,9021,1,307101.19,6189006.76,23583.2,50.54,3361.04,1.5
24296,2,231,9021,1,307113,6189005.09,23584,53.72,3372.98,1.1
24296,2,232,11454,0,307125.26,6189003.01,23584.8,55.97,3385.42,0.78
24296,2,233,9485,1,307137.89,6189001.03,23585.6,57.53,3398.2,0.54
24296,2,234,9485,1,307150.78,6188999.18,23586.4,58.59,3411.22,0.37
24296,2,235,9485,1,307163.83,6188997.31,23587.2,59.31,3424.4,0.25
24296,2,236,9485,1,307176.98,6188995.42,23588,59.79,3437.69,0.17
24296,2,237,9485,1,307190.2,6188993.52,23588.8,60.11,3451.04,0.11
24296,2,238,9485,1,307203.47,6188991.62,23589.6,60.32,3464.45,0.07
24296,2,239,9485,1,307216.77,6188989.71,23590.4,60.46,3477.88,0.05
24296,2,240,9485,1,307230.09,6188987.79,23591.2,60.55,3491.34,0.03
24296,2,241,10782,0,307243.42,6188985.89,23592,60.61,3504.81,0.02
24296,2,242,10782,0,307256.79,6188984.2,23592.8,60.65,3518.29,0.01
24296,2,243,8108,1,307270.15,6188982.34,23593.6,60.68,3531.77,0.01
24296,2,244,8108,1,307283.51,6188980.49,23594.4,60.7,3545.26,0.01
24296,2,245,8108,1,307296.2,6188978.73,23595.2,54.56,3558.07,-2.13
24296,2,246,8108,1,307307.21,6188977.21,23596,45.55,3569.19,-3.13
24296,2,247,8108,1,307316.16,6188975.97,23596.8,35.7,3578.22,-3.42
24296,2,248,8108,1,307322.94,6188975.03,23597.6,25.93,3585.07,-3.39
24296,2,249,8108,1,307327.62,6188974.38,23598.4,16.57,3589.79,-3.25
24296,2,250,8108,1,307330.37,6188974,23599.2,8.42,3592.57,-2.83
24296,2,251,8108,1,307331.58,6188973.83,23600,2.64,3593.79,-2.01
24296,2,252,8108,1,307331.91,6188973.78,23600.8,0.28,3594.12,-0.82
24296,2,253,8108,1,307331.94,6188973.78,23601.6,0,3594.15,-0.1
24296,2,254,8108,1,307331.94,6188973.78,23602.4,0,3594.15,0
24296,2,255,8108,1,307332.12,6188973.75,23603.2,1.62,3594.33,0.56
24296,2,256,8108,1,307333.55,6188973.55,23604,6.52,3595.78,1.7
24296,2,257,8108,1,307335.36,6188973.3,23604.8,8.22,3597.61,0.59
24296,2,258,11355,0,307338.87,6188972.87,23605.6,15.9,3601.14,2.66
24296,2,259,11355,0,307344.05,6188973.91,23606.4,24,3606.47,2.81
24296,2,260,9267,1,307349.23,6188978.31,23607.2,30.94,3613.35,2.41
24296,2,261,9267,1,307354.49,6188984.99,23608,38.27,3621.85,2.54
24296,2,262,11356,0,307360.77,6188992.6,23608.8,44.39,3631.72,2.12
24296,2,263,11356,0,307367.87,6189000.9,23609.6,49.17,3642.64,1.66
24296,2,264,9270,1,307375.17,6189010.06,23610.4,52.72,3654.36,1.23
24296,2,265,11886,0,307382.83,6189019.67,23611.2,55.27,3666.64,0.88
24296,2,266,11886,0,307390.79,6189029.53,23612,57.05,3679.32,0.62
24296,2,267,10386,1,307398.49,6189039.16,23612.8,53.9,3691.65,-1.09
24296,2,268,10386,1,307405.21,6189047.59,23613.6,43.15,3702.43,-3.74
24296,2,269,10386,1,307410.47,6189054.17,23614.4,32.71,3710.86,-3.62
24296,2,270,10386,1,307414.32,6189058.99,23615.2,22.78,3717.02,-3.45
24296,2,271,10386,1,307416.85,6189062.16,23616,13.7,3721.08,-3.15
24296,2,272,10386,1,307418.23,6189063.88,23616.8,6.18,3723.29,-2.61
24296,2,273,10386,1,307418.76,6189064.55,23617.6,1.49,3724.14,-1.63
24296,2,274,10386,1,307418.87,6189064.69,23618.4,0.09,3724.31,-0.48
24296,2,275,10386,1,307418.87,6189064.69,23619.2,0,3724.32,-0.03
24296,2,276,10386,1,307418.87,6189064.69,23620,0,3724.32,0
24296,2,277,10386,1,307418.87,6189064.69,23620.8,0,3724.32,0
24296,2,278,10386,1,307418.87,6189064.69,23621.6,0,3724.32,0
24296,2,279,10386,1,307418.87,6189064.69,23622.4,0,3724.32,0
24296,2,280,10386,1,307418.87,6189064.69,23623.2,0,3724.32,0
24296,2,281,10386,1,307418.87,6189064.69,23624,0,3724.32,0
24296,2,282,10386,1,307418.87,6189064.69,23624.8,0,3724.32,0
24296,2,283,10386,1,307418.87,6189064.69,23625.6,0,3724.32,0
24296,2,284,10386,1,307418.87,6189064.69,23626.4,0,3724.32,0
24296,2,285,10386,1,307418.87,6189064.69,23627.2,0,3724.32,0
24296,2,286,10386,1,307418.87,6189064.69,23628,0,3724.32,0
24296,2,287,10386,1,307418.87,6189064.69,23628.8,0,3724.32,0
24296,2,288,10386,1,307418.87,6189064.69,23629.6,0,3724.32,0
24296,2,289,10386,1,307418.87,6189064.69,23630.4,0,3724.32,0
24296,2,290,10386,1,307418.87,6189064.69,23631.2,0,3724.32,0
24296,2,291,10386,1,307418.87,6189064.69,23632,0,3724.32,0
24296,2,292,10386,1,307418.87,6189064.69,23632.8,0,3724.32,0
24296,2,293,10386,1,307418.87,6189064.69,23633.6,0,3724.32,0
24296,2,294,10386,1,307418.87,6189064.69,23634.4,0,3724.32,0
24296,2,295,10386,1,307418.87,6189064.69,23635.2,0,3724.32,0
24296,2,296,10386,1,307418.87,6189064.69,23636,0,3724.32,0
24296,2,297,10386,1,307418.87,6189064.69,23636.8,0,3724.32,0
24296,2,298,10386,1,307418.87,6189064.69,23637.6,0,3724.32,0
24296,2,299,10386,1,307418.87,6189064.69,23638.4,0,3724.32,0
24296,2,300,10386,1,307418.87,6189064.69,23639.2,0,3724.32,0
24296,2,301,10386,1,307418.87,6189064.69,23640,0,3724.32,0
24296,2,302,10386,1,307418.87,6189064.69,23640.8,0,3724.32,0
24296,2,303,10386,1,307418.87,6189064.69,23641.6,0,3724.32,0
24296,2,304,10386,1,307418.87,6189064.69,23642.4,0,3724.32,0
24296,2,305,10386,1,307418.87,6189064.69,23643.2,0,3724.32,0
24296,2,306,10386,1,307418.87,6189064.69,23644,0,3724.32,0
24296,2,307,10386,1,307418.87,6189064.69,23644.8,0,3724.32,0
24296,2,308,10386,1,307418.87,6189064.69,23645.6,0,3724.32,0
24296,2,309,10386,1,307418.87,6189064.69,23646.4,0,3724.32,0
24296,2,310,10386,1,307418.87,6189064.69,23647.2,0,3724.32,0
24296,2,311,10386,1,307418.87,6189064.69,23648,0,3724.32,0
24296,2,312,10386,1,307418.87,6189064.69,23648.8,0,3724.32,0
24296,2,313,10386,1,307418.87,6189064.69,23649.6,0,3724.32,0
24296,2,314,10386,1,307418.87,6189064.69,23650.4,0,3724.32,0
24296,2,315,10386,1,307418.87,6189064.69,23651.2,0,3724.32,0
24296,2,316,10386,1,307418.87,6189064.69,23652,0,3724.32,0
24296,2,317,10386,1,307418.87,6189064.69,23652.8,0,3724.32,0
24296,2,318,10386,1,307418.87,6189064.69,23653.6,0,3724.32,0
24296,2,319,10386,1,307418.87,6189064.69,23654.4,0,3724.32,0
24296,2,320,10386,1,307418.87,6189064.69,23655.2,0,3724.32,0
24296,2,321,10386,1,307418.87,6189064.69,23656,0,3724.32,0
24296,2,322,10386,1,307418.87,6189064.69,23656.8,0,3724.32,0
24296,2,323,10386,1,307418.87,6189064.69,23657.6,0,3724.32,0
24296,2,324,10386,1,307418.87,6189064.69,23658.4,0,3724.32,0
24296,2,325,10386,1,307418.87,6189064.69,23659.2,0,3724.32,0
24296,2,326,10386,1,307418.87,6189064.69,23660,0,3724.32,0
24296,2,327,10386,1,307418.87,6189064.69,23660.8,0,3724.32,0
24296,2,328,10386,1,307418.87,6189064.69,23661.6,0,3724.32,0
24296,2,329,10386,1,307418.87,6189064.69,23662.4,0,3724.32,0
24296,2,330,10386,1,307418.87,6189064.69,23663.2,0,3724.32,0
24296,2,331,10386,1,307418.87,6189064.69,23664,0,3724.32,0
24296,2,332,10386,1,307418.87,6189064.69,23664.8,0,3724.32,0
24296,2,333,10386,1,307418.87,6189064.69,23665.6,0,3724.32,0
24296,2,334,10386,1,307418.87,6189064.69,23666.4,0,3724.32,0
24296,2,335,10386,1,307418.87,6189064.69,23667.2,0,3724.32,0
24296,2,336,10386,1,307418.87,6189064.69,23668,0,3724.32,0
24296,2,337,10386,1,307418.87,6189064.69,23668.8,0,3724.32,0
24296,2,338,10386,1,307418.87,6189064.69,23669.6,0,3724.32,0
24296,2,339,10386,1,307418.87,6189064.69,23670.4,0,3724.32,0
24296,2,340,10386,1,307418.87,6189064.69,23671.2,0,3724.32,0
24296,2,341,10386,1,307418.87,6189064.69,23672,0,3724.32,0
24296,2,342,10386,1,307418.87,6189064.69,23672.8,0,3724.32,0
24296,2,343,10386,1,307418.87,6189064.69,23673.6,0,3724.32,0
24296,2,344,10386,1,307418.87,6189064.69,23674.4,0,3724.32,0
24296,2,345,10386,1,307418.87,6189064.69,23675.2,0,3724.32,0
24296,2,346,10386,1,307418.87,6189064.69,23676,0,3724.32,0
24296,2,347,10386,1,307418.87,6189064.69,23676.8,0,3724.32,0
24296,2,348,10386,1,307418.87,6189064.69,23677.6,0,3724.32,0
24296,2,349,10386,1,307418.87,6189064.69,23678.4,0,3724.32,0
24296,2,350,10386,1,307418.87,6189064.69,23679.2,0,3724.32,0
24296,2,351,10386,1,307418.87,6189064.69,23680,0,3724.32,0
24296,2,352,10386,1,307418.87,6189064.69,23680.8,0,3724.32,0
24296,2,353,10386,1,307418.87,6189064.69,23681.6,0,3724.32,0
24296,2,354,10386,1,307418.87,6189064.69,23682.4,0,3724.32,0
24296,2,355,10386,1,307418.87,6189064.69,23683.2,0,3724.32,0
24296,2,356,10386,1,307418.87,6189064.69,23684,0,3724.32,0
24296,2,357,10386,1,307418.87,6189064.69,23684.8,0,3724.32,0
24296,2,358,10386,1,307418.87,6189064.69,23685.6,0,3724.32,0
24296,2,359,10386,1,307418.87,6189064.69,23686.4,0,3724.32,0
24296,2,360,10386,1,307418.87,6189064.69,23687.2,0,3724.32,0
24296,2,361,10386,1,307418.87,6189064.69,23688,0,3724.32,0
24296,2,362,10386,1,307418.87,6189064.69,23688.8,0,3724.32,0
24296,2,363,10386,1,307418.87,6189064.69,23689.6,0,3724.32,0
24296,2,364,10386,1,307418.87,6189064.69,23690.4,0,3724.32,0
24296,2,365,10386,1,307418.87,6189064.69,23691.2,0,3724.32,0
24296,2,366,10386,1,307418.87,6189064.69,23692,0,3724.32,0
24296,2,367,10386,1,307418.87,6189064.69,23692.8,0,3724.32,0
24296,2,368,10386,1,307418.87,6189064.69,23693.6,0,3724.32,0
24296,2,369,10386,1,307418.87,6189064.69,23694.4,0,3724.32,0
24296,2,370,10386,1,307418.87,6189064.69,23695.2,0,3724.32,0
24296,2,371,10386,1,307418.87,6189064.69,23696,0,3724.32,0
24296,2,372,10386,1,307418.87,6189064.69,23696.8,0,3724.32,0
24296,2,373,10386,1,307418.87,6189064.69,23697.6,0,3724.32,0
24296,2,374,10386,1,307418.87,6189064.69,23698.4,0,3724.32,0
24296,2,375,10386,1,307418.87,6189064.69,23699.2,0,3724.32,0
24296,2,376,10386,1,307418.87,6189064.69,23700,0,3724.32,0
24296,2,377,10386,1,307418.87,6189064.69,23700.8,0,3724.32,0
24296,2,378,10386,1,307418.87,6189064.69,23701.6,0,3724.32,0
24296,2,379,10386,1,307419.32,6189065.25,23702.4,3.23,3725.04,1.12
24296,2,380,11357,0,307420.62,6189066.77,23703.2,9,3727.04,2
24296,2,381,11357,0,307423.62,6189068.91,23704,16.63,3730.74,2.65
24296,2,382,11357,0,307428.96,6189069.99,23704.8,24.78,3736.24,2.83
24296,2,383,11357,0,307435.85,6189068.34,23705.6,32.11,3743.38,2.55
24296,2,384,9271,1,307442.84,6189063.7,23706.4,37.86,3751.79,2
24296,2,385,9271,1,307450.92,6189058.17,23707.2,44.06,3761.58,2.15
24296,2,386,9271,1,307460.03,6189052.24,23708,48.92,3772.45,1.69
24296,2,387,11346,0,307470.09,6189046.32,23708.8,52.54,3784.13,1.26
24296,2,388,11346,0,307481.02,6189040.79,23709.6,55.14,3796.38,0.9
24296,2,389,11345,0,307492.58,6189035.63,23710.4,56.96,3809.04,0.63
24296,2,390,11345,0,307504.48,6189030.56,23711.2,58.2,3821.97,0.43
24296,2,391,9237,1,307516.49,6189025.29,23712,59.05,3835.1,0.29
24296,2,392,9237,1,307527.41,6189019.32,23712.8,53,3847.55,-2.1
24296,2,393,9237,1,307536.77,6189013.35,23713.6,46.95,3858.65,-2.1
24296,2,394,9237,1,307544.51,6189007.41,23714.4,40.9,3868.41,-2.1
24296,2,395,19856,1,307551.93,6189005.06,23715.2,34.85,3876.83,-2.1
24296,2,396,19856,1,307559.95,6189002.15,23716,39.22,3885.54,1.52
24296,2,397,9219,1,307568.88,6189001.74,23716.8,42.02,3894.88,0.97
24296,2,398,9219,1,307577.35,6189003.52,23717.6,35.97,3903.55,-2.1
24296,2,399,9219,1,307584.3,6189006.72,23718.4,33.06,3911.22,-1.01
24296,2,400,9219,1,307589.93,6189011.4,23719.2,33.06,3918.56,0
24296,2,401,9219,1,307594.29,6189017.29,23720,33.06,3925.91,0
24296,2,402,19845,0,307597.7,6189023.8,23720.8,33.06,3933.26,0
24296,2,403,19845,0,307604.55,6189024.77,23721.6,33.06,3940.61,0
24296,2,404,9225,1,307611.57,6189022.61,23722.4,33.06,3947.95,0
24296,2,405,9225,1,307620.21,6189020.49,23723.2,40.09,3956.86,2.44
24296,2,406,9225,1,307630.18,6189022.09,23724,45.84,3967.05,2
24296,2,407,9225,1,307640.34,6189026.64,23724.8,50.26,3978.22,1.54
24296,2,408,9225,1,307651.04,6189031.83,23725.6,53.52,3990.11,1.13
24296,2,409,9225,1,307662.47,6189036.66,23726.4,55.83,4002.52,0.8
24296,2,410,9225,1,307674.29,6189041.47,23727.2,57.43,4015.28,0.56
24296,2,411,9225,1,307686.34,6189046.35,23728,58.53,4028.29,0.38
24296,2,412,9225,1,307696.12,6189054.79,23728.8,59.26,4041.46,0.26
24296,2,413,9225,1,307706.98,6189061.03,23729.6,54.42,4054.09,-1.68
24296,2,414,11907,0,307718.91,6189062.78,23730.4,54.42,4066.18,0
24296,2,415,10426,1,307730.85,6189061.02,23731.2,54.42,4078.27,0
24296,2,416,10426,1,307742.18,6189062.27,23732,48.37,4089.7,-2.1
24296,2,417,10426,1,307752.14,6189064.38,23732.8,43.22,4099.87,-1.79
24296,2,418,10426,1,307761.52,6189066.44,23733.6,43.22,4109.48,0
24296,2,419,11394,0,307770.79,6189065.38,23734.4,43.22,4119.08,0
24296,2,420,9361,1,307776.33,6189057.84,23735.2,43.22,4128.69,0
24296,2,421,9361,1,307778.98,6189047.44,23736,48.28,4139.42,1.76
24296,2,422,9361,1,307778.99,6189047.44,23736.3,52.07,4143.33,1.32
24296,3,1,10052,1,305427.34,6187036.92,23401.1,53.8,8.18,0
24296,3,2,10052,1,305436.28,6187044.85,23401.6,53.8,20.13,0
24296,3,3,10052,1,305445.46,6187052.51,23402.4,53.8,32.09,0
24296,3,4,10052,1,305455.18,6187059.46,23403.2,53.8,44.04,0
24296,3,5,10052,1,305465.65,6187065.21,23404,53.8,56,0
24296,3,6,10052,1,305476.65,6187069.88,23404.8,53.8,67.95,0
24296,3,7,10052,1,305487.87,6187074,23405.6,53.8,79.91,0
24296,3,8,10052,1,305499.18,6187077.89,23406.4,53.8,91.86,0
24296,3,9,11916,0,305510.51,6187081.7,23407.2,53.8,103.82,0
24296,3,10,11916,0,305522.35,6187083.26,23408,53.8,115.77,0
24296,3,11,10449,1,305532.29,6187089.37,23408.8,53.8,127.73,0
24296,3,12,10449,1,305540.85,6187097.71,23409.6,53.8,139.68,0
24296,3,13,10449,1,305549.2,6187106.27,23410.4,53.8,151.64,0
24296,3,14,10449,1,305557.11,6187115.23,23411.2,53.8,163.59,0
24296,3,15,10449,1,305564.59,6187124.56,23412,53.8,175.55,0
24296,3,16,10449,1,305571.79,6187134.09,23412.8,53.8,187.5,0
24296,3,17,10449,1,305578.86,6187143.74,23413.6,53.8,199.46,0
24296,3,18,10449,1,305585.88,6187153.41,23414.4,53.8,211.41,0
24296,3,19,10449,1,305592.87,6187163.11,23415.2,53.8,223.37,0
24296,3,20,10449,1,305599.85,6187172.81,23416,53.8,235.32,0
24296,3,21,12060,0,305606.79,6187182.55,23416.8,53.8,247.27,0
24296,3,22,10730,1,305613.32,6187192.36,23417.6,52.29,259.06,-0.52
24296,3,23,10730,1,305619.09,6187201.17,23418.4,42.47,269.59,-3.41
24296,3,24,10730,1,305623.69,6187208.17,23419.2,32.91,277.97,-3.32
24296,3,25,10730,1,305627.14,6187213.44,23420,23.74,284.26,-3.19
24296,3,26,10730,1,305629.51,6187217.06,23420.8,15.19,288.59,-2.97
24296,3,27,10730,1,305630.9,6187219.19,23421.6,7.78,291.14,-2.57
24296,3,28,10730,1,305631.53,6187220.14,23422.4,2.48,292.28,-1.84
24296,3,29,10730,1,305631.7,6187220.4,23423.2,0.28,292.59,-0.77
24296,3,30,10730,1,305631.71,6187220.43,23424,0,292.62,-0.1
24296,3,31,10730,1,305631.71,6187220.43,23424.8,0,292.62,0
24296,3,32,10730,1,305631.71,6187220.43,23425.6,0,292.62,0
24296,3,33,10730,1,305631.71,6187220.43,23426.4,0,292.62,0
24296,3,34,10730,1,305631.71,6187220.43,23427.2,0,292.62,0
24296,3,35,10730,1,305631.71,6187220.43,23428,0,292.62,0
24296,3,36,10730,1,305631.71,6187220.43,23428.8,0,292.62,0
24296,3,37,10730,1,305631.71,6187220.43,23429.6,0,292.62,0
24296,3,38,10730,1,305631.71,6187220.43,23430.4,0,292.62,0
24296,3,39,10730,1,305631.71,6187220.43,23431.2,0,292.62,0
24296,3,40,10730,1,305631.71,6187220.43,23432,0,292.62,0
24296,3,41,10730,1,305631.71,6187220.43,23432.8,0,292.62,0
24296,3,42,10730,1,305631.71,6187220.43,23433.6,0,292.62,0
24296,3,43,10730,1,305631.71,6187220.43,23434.4,0,292.62,0
24296,3,44,10730,1,305631.71,6187220.43,23435.2,0,292.62,0
24296,3,45,10730,1,305631.71,6187220.43,23436,0,292.62,0
24296,3,46,10730,1,305631.71,6187220.43,23436.8,0,292.62,0
24296,3,47,10730,1,305631.71,6187220.43,23437.6,0,292.62,0
24296,3,48,10730,1,305631.71,6187220.43,23438.4,0,292.62,0
24296,3,49,10730,1,305631.71,6187220.43,23439.2,0,292.62,0
24296,3,50,10730,1,305631.71,6187220.43,23440,0,292.62,0
24296,3,51,10730,1,305631.71,6187220.43,23440.8,0,292.62,0
24296,3,52,10730,1,305631.71,6187220.43,23441.6,0,292.62,0
24296,3,53,10730,1,305631.71,6187220.43,23442.4,0,292.62,0
24296,3,54,10730,1,305631.71,6187220.43,23443.2,0,292.62,0
24296,3,55,10730,1,305631.71,6187220.43,23444,0,292.62,0
24296,3,56,10730,1,305631.71,6187220.43,23444.8,0,292.62,0
24296,3,57,10730,1,305631.71,6187220.43,23445.6,0,292.62,0
24296,3,58,10730,1,305631.71,6187220.43,23446.4,0,292.62,0
24296,3,59,10730,1,305631.71,6187220.43,23447.2,0,292.62,0
24296,3,60,10730,1,305631.71,6187220.43,23448,0,292.62,0
24296,3,61,10730,1,305631.71,6187220.43,23448.8,0,292.62,0
24296,3,62,10730,1,305631.71,6187220.43,23449.6,0,292.62,0
24296,3,63,10730,1,305631.71,6187220.43,23450.4,0,292.62,0
24296,3,64,10730,1,305631.71,6187220.43,23451.2,0,292.62,0
24296,3,65,10730,1,305631.71,6187220.43,23452,0,292.62,0
24296,3,66,10730,1,305631.71,6187220.43,23452.8,0,292.62,0
24296,3,67,10730,1,305631.71,6187220.43,23453.6,0,292.62,0
24296,3,68,10730,1,305631.71,6187220.43,23454.4,0,292.62,0
24296,3,69,10730,1,305631.71,6187220.43,23455.2,0,292.62,0
24296,3,70,10730,1,305632.14,6187221.08,23456,3.5,293.39,1.21
24296,3,71,10957,0,305633.38,6187222.9,23456.8,9.9,295.59,2.22
24296,3,72,10957,0,305635.95,6187226.05,23457.6,18.34,299.67,2.93
24296,3,73,10957,0,305640.43,6187230.04,23458.4,27.06,305.68,3.03
24296,3,74,10957,0,305647.39,6187233.1,23459.2,34.5,313.35,2.58
24296,3,75,10054,1,305655.85,6187231.23,23460,39.92,322.22,1.88
24296,3,76,10054,1,305664.46,6187226.19,23460.8,44.92,332.2,1.73
24296,3,77,10054,1,305673.73,6187220.78,23461.6,48.3,342.94,1.18
24296,3,78,10054,1,305683.41,6187215.12,23462.4,50.47,354.15,0.75
24296,3,79,10054,1,305693.2,6187209.07,23463.2,51.81,365.67,0.47
24296,3,80,10054,1,305702.57,6187202.07,23464,52.62,377.36,0.28
24296,3,81,10054,1,305712.03,6187195.02,23464.8,53.11,389.16,0.17
24296,3,82,10054,1,305721.54,6187187.92,23465.6,53.39,401.03,0.1
24296,3,83,10054,1,305731.08,6187180.8,23466.4,53.56,412.93,0.06
24296,3,84,10054,1,305740.63,6187173.67,23467.2,53.66,424.85,0.03
24296,3,85,10054,1,305750.2,6187166.53,23468,53.72,436.79,0.02
24296,3,86,12045,0,305759.84,6187159.48,23468.8,53.75,448.73,0.01
24296,3,87,12045,0,305770.8,6187154.76,23469.6,53.77,460.68,0.01
24296,3,88,11370,0,305780.43,6187147.7,23470.4,53.78,472.63,0
24296,3,89,11370,0,305790.88,6187143.95,23471.2,48.31,483.98,-1.9
24296,3,90,10705,1,305798.3,6187150.27,23472,42.83,494.1,-1.9
24296,3,91,10705,1,305804.54,6187158.62,23472.8,46.92,504.53,1.42
24296,3,92,10705,1,305811.17,6187167.42,23473.6,49.6,515.55,0.93
24296,3,93,10705,1,305818.09,6187176.48,23474.4,51.28,526.95,0.58
24296,3,94,10866,0,305825.15,6187185.71,23475.2,52.3,538.57,0.36
24296,3,95,10866,0,305832.48,6187194.91,23476,52.92,550.33,0.21
24296,3,96,10056,1,305839.64,6187204.33,23476.8,53.28,562.17,0.13
24296,3,97,10056,1,305846.69,6187213.91,23477.6,53.49,574.06,0.07
24296,3,98,10056,1,305853.75,6187223.5,23478.4,53.62,585.97,0.04
24296,3,99,10056,1,305860.83,6187233.11,23479.2,53.69,597.9,0.03
24296,3,100,10056,1,305865.72,6187243.92,23480,53.74,609.84,0.01
24296,3,101,11723,0,305867.49,6187255.73,23480.8,53.76,621.79,0.01
24296,3,102,10059,1,305869.28,6187267.54,23481.6,53.78,633.74,0.01
24296,3,103,10059,1,305871.34,6187279.31,23482.4,53.78,645.69,0
24296,3,104,10059,1,305873.41,6187291.08,23483.2,53.79,657.65,0
24296,3,105,10059,1,305875.43,6187302.86,23484,53.79,669.6,0
24296,3,106,10059,1,305877.43,6187314.65,23484.8,53.79,681.55,0
24296,3,107,10059,1,305879.43,6187326.44,23485.6,53.8,693.51,0
24296,3,108,10059,1,305881.43,6187338.22,23486.4,53.8,705.46,0
24296,3,109,10059,1,305883.43,6187350.01,23487.2,53.8,717.42,0
24296,3,110,10059,1,305885.43,6187361.8,23488,53.8,729.37,0
24296,3,111,11725,0,305887.56,6187373.56,23488.8,53.8,741.33,0
24296,3,112,10063,1,305889.59,6187385.34,23489.6,53.8,753.28,0
24296,3,113,10063,1,305891.47,6187397.15,23490.4,53.8,765.24,0
24296,3,114,10063,1,305893.34,6187408.95,23491.2,53.8,777.19,0
24296,3,115,10063,1,305895.24,6187420.76,23492,53.8,789.15,0
24296,3,116,10063,1,305897.19,6187432.55,23492.8,53.8,801.1,0
24296,3,117,10063,1,305899.19,6187444.34,23493.6,53.8,813.06,0
24296,3,118,10063,1,305901.24,6187456.12,23494.4,53.8,825.01,0
24296,3,119,10063,1,305903.35,6187467.88,23495.2,53.8,836.97,0
24296,3,120,10063,1,305905.46,6187479.65,23496,53.8,848.92,0
24296,3,121,10063,1,305907.6,6187491.41,23496.8,53.8,860.88,0
